run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,0.17989290617857273,0.42138302539881173,0.21437166877516378,0.4028133286634855,0.44171643094603424,0.34996867920776314,-2.98778363240495,0.26763583350134174,0.27374140640727257,0.4362603533264987,6.0
2,-0.7147448000452314,-1.0354912063017905,1.4317590718953026,-0.10785564845261573,-1.6277749712282277,0.581096257484415,1.4435880889763204,-0.6963702813361683,-0.1532997706169952,0.879093259624991,
3,0.6506958375081596,-0.41533024006474856,1.0035145794758447,0.41518795431202793,-1.2793791953830909,-0.6007323202458359,1.3585549761792821,-1.622013272944181,-0.657022561022483,1.1465242421851178,
4,0.022562000462657567,1.0199651551105298,0.5890592008834793,0.4504880969676177,0.1989757534813354,1.736150027115115,-0.6146720815838488,-0.2727063885386723,-1.5738774745506245,-1.5559442893474742,
5,1.6484176557687236,-1.3101098905976163,1.0491389642162285,-0.6383483649467171,1.3368887254676813,0.10551421915270767,-0.32903217514701283,-0.5744593786404809,-1.3464175340350626,0.058407778761548686,
6,-0.3779110280399196,-0.34102869813514847,-0.8797392502716528,0.5420959067179141,-0.18683605351647106,1.7899687192966232,-0.3295330857908096,-0.5798620908891499,1.7496858908899937,-1.386840310261328,
7,-0.8820010974942174,1.035838770966794,1.552204181323629,0.5318934335082941,0.19540211006530445,-0.9948138276255519,-0.08668249177676401,1.0667188955572715,-0.7879885343657449,-1.6305714401590148,
8,0.36536197899133316,0.4999058687844083,0.4924689745164827,-0.004816935414382235,0.28042052041485327,0.4033895569279014,-2.9499669028056337,0.6162157921758608,0.20270773123247832,0.09431341517670569,6.0
9,0.28517745665509764,0.8256021303780527,1.3366324183187135,-0.24358135750545687,-0.5944044855835433,-1.6406381546041409,-1.1648859033555072,0.45823794720688465,-0.7497662858733967,1.4876262343632076,
10,-1.7565272277135806,0.3824316629229953,-0.5197292704177588,0.7428316190754727,-1.4269376852563929,1.202653517080858,-0.22230672869282112,-0.25850071526902113,0.3707967903177134,1.4852880379524438,
