run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,0.43883781504483793,-2.9431313942735713,0.23680216449413335,-0.18137409907634278,0.3418200003641301,0.43376917649144103,0.3003335654921017,0.4843643774937046,0.31840368626944526,0.5701747077001184,1.0
2,0.6816564986720316,-1.9738877681727258,0.37799742140704856,0.5711679931735689,0.4269701739234053,0.5201767149929298,0.24801227932855346,0.8017736893140087,-1.976935950929952,0.32306894829113086,
3,0.39220737404506295,-2.9082696922367877,0.4742098053444198,0.036878528474979244,0.3957483596168158,0.6154012901381848,0.1825834092634796,0.7403662340608156,-0.11022863022125899,0.1811033215142875,1.0
4,0.46011492776170276,-1.9876729584605644,0.6157854719080714,0.3374107721860497,0.4886008359463381,0.4895339310514376,0.6031242899394045,0.6352406879340876,-1.9937440029233315,0.3516060446568049,
5,0.7137139079498506,-2.904083961200175,0.30275683149403176,0.26869488585412227,0.3890110656963855,0.33190897901438965,0.30020814977354543,0.6147177223673183,-0.29418323119071393,0.2772556502412462,1.0
6,0.3969870102415626,-2.9076037244353947,0.35473235765174693,-0.16514993292110874,0.451326736100004,0.3558800625834065,0.4717768645528828,0.7177783284928828,-0.07691520869272048,0.40118750642673684,1.0
7,0.5955798562930396,-2.8870825207072612,0.5651339422934228,0.06708989974508997,0.5180607253248359,0.7143927845283734,-0.013914385468165591,0.4327909162240483,-0.09537773669757046,0.10332651846418568,1.0
8,0.5249136482748264,-2.832879982073132,0.5351558680894973,0.25217323963753535,0.3044222591344955,0.5582387968199684,0.29020454066583395,0.7339455529574921,-0.5400829053178291,0.17390898181131134,1.0
9,0.41562489459689017,-2.905520661855063,0.31339414402780846,0.03048996479337126,0.4054088617354616,0.3114058834477975,-0.05989092139418586,0.8688420413746702,0.1180775873368154,0.5021682059364325,1.0
10,0.4018966452197815,-2.9833472315496494,0.13006395267077012,0.30779586913574575,0.3746758547776566,0.3133179995747769,0.22579458265670804,0.557048503629803,0.32685142825794433,0.3459023956264617,1.0
