run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,0.6561613350796864,0.3070047854042596,0.42301767705466825,0.28955258410089696,0.12044274629596266,-2.952802040165792,0.13115457314517187,0.6090528532873071,0.16537857599031863,0.2510369098075249,5.0
2,0.8913363969711492,0.5886008296222301,0.29625845743438334,0.8796451413918039,-0.1837762328748415,-2.7398600572868888,-0.45094394912709146,0.3473980553703933,0.3632921393605806,0.00804921913827649,5.0
3,0.49864161664455986,0.9170759533224675,-1.3467062309299356,0.9204467588567437,0.9725189054966454,-2.252125351865506,-0.29208960325457783,0.05337144546102112,0.2297107356163976,0.2991557706521709,5.0
4,-0.03505466576823225,0.9277942361239987,0.9153495677832575,0.8704750762203609,-1.1109719761819905,-1.9519163456666777,-1.0445219502474241,1.1472747930611176,0.2986794087314154,-0.017108144055794895,
5,-0.11365250352437463,0.5339612951171404,-0.12043951067772447,1.4458485132406542,-0.2730800806772814,-1.8231991854493985,-1.4294662015863153,1.433365267940743,0.033854526625773554,0.31280787899079915,
6,0.16611474274159568,0.6208326498433226,0.2867069249473807,0.5896963574184995,0.08882623534449621,-2.949831992958067,0.3461347705829492,0.5070191895975581,0.24657595699646506,0.09792516548580209,5.0
7,0.839737260835621,0.4395054777652205,0.33620252673819795,0.6352572978739319,-0.5055751770259721,-2.8030626496314075,0.5612408775945342,0.07956662813938775,0.3866878476802474,0.03043991003024223,5.0
8,0.12492339833782073,0.5659062058127299,0.45947369267015803,0.46430832988368154,0.2512580954656232,-2.9708315046188454,0.10556081728654908,0.2807379110993307,0.3650483060960614,0.3536147479668894,5.0
9,1.592698496306416,1.3811305663592006,-0.39955229422432054,-0.2829302255021264,-0.4019772158145252,-2.081296502842308,-0.45459616323678315,0.42528571022638856,-0.34186137339964984,0.5630990021277148,5.0
10,0.46055008911717427,1.0408340980531452,0.6074559235581529,-0.5410347492113402,0.8884821536626566,-0.8391645472412209,-2.3648008185534897,0.8147211535800599,0.3467880077448375,-0.4138313107099664,6.0
