run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,-1.149856550835175,-0.6525133322932538,0.3245299668543817,-0.43766827081955967,0.829367543502785,-0.3424067428316696,-0.9191787404346745,1.4734501306715173,-0.9322775573101227,1.8065535534957562,
2,-0.5334019627341683,1.247090958348392,0.6437967403461434,-0.8050693751686439,-0.7728903288466354,-1.642080292913525,-0.4881482809828617,0.45599743145258864,0.06383211402895304,1.830872996469757,
3,-0.8778440794367108,1.3136352367926765,0.24356050050112676,-0.694695941056082,-0.3060249124231977,-1.560201517378472,1.0280615206450296,-0.7465219372764212,-0.07713895565448922,1.67717008528656,
4,-0.9420000760713918,0.5149980097815671,0.0893189560715923,0.3392281964260253,-0.13708234387401763,-1.6511335182959417,-0.011261213860155017,2.404997401322463,-0.23342100505565297,-0.37364440644446467,
5,0.3729262014620122,0.3870921787003858,-0.10143447326594059,-0.8829743564846608,0.7824081301415516,-1.3667115022694682,-0.1409627920065748,2.057048226733142,-1.4412809562541828,0.33388934324373537,
6,-0.6407914382546016,1.2228151849934494,-0.12139000847725134,0.9805502470386527,0.47174533290182624,-1.5526054511640153,0.4610091109024781,-0.8328679251832658,-1.3316845402518238,1.3432194874945516,
7,-0.5191077699465915,-0.4694795302761415,-0.42413465144009327,-0.542517568873513,-0.1129106781809686,0.09915998538047634,-1.149657567858899,2.3226405782893806,-0.5968127176990422,1.3928199206053922,
8,-0.7201682466255154,0.572127047195462,0.30076698107907135,-0.1548917303814861,0.019985526160720694,-2.685159896935753,0.627344094345203,0.6451764440363984,0.5455255455965317,0.8492942355293649,5.0
9,0.2660413214392846,0.39829716206153476,0.3130292359044293,0.17153855477710903,0.3033401387339402,-2.9815882993233065,0.28143548732164025,0.5292751589336715,0.2116699586349991,0.5069612815166985,5.0
10,-0.6604178760559385,0.3376648868774473,0.1351154890657874,0.2715958782532981,-0.32868351448926736,0.040365173926796234,-0.12499860445860016,1.9338799140460594,-2.252188287070703,0.6476669399051295,8.0
