run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,-1.8408929908734137,-0.404964941996511,0.4722540444274087,0.8370773257819698,0.5726995790465156,-0.4814725845948215,-0.3883354622602762,1.6500897148648206,-1.2088590893422038,0.7924044049465115,
2,-2.5174487559229415,-0.5436050277628225,0.43864691991677995,0.7730592474100042,0.48270108443943854,-0.3616017900663325,-0.3254363107689087,1.0517156033341353,0.001830915983781536,1.000138113436856,0.0
3,-1.8131244011719272,-0.7852514080353827,0.6687836851451273,0.28234369089906053,0.9470206211526202,-1.3131276062810777,-0.31739809013050163,1.0031262999161161,-0.028408120455040927,1.356035328960993,
4,-2.3818098827888763,-0.6937225610343997,0.6501257699227425,1.1689568046709153,0.792728622213547,-0.4182032907173977,-0.21563903686119607,0.5502139845965694,-0.3401296453317496,0.8874792353298452,0.0
5,-1.9027625772890089,-1.0410273888946815,0.061875697648233245,-0.21177622263532886,0.9538488100353216,-0.2766891479324632,-0.5256443234590781,0.36763097466076605,0.7705782254252518,1.8039659524409748,
6,-2.19274659501082,-0.773385943332199,0.33442148773582103,0.8572174621222455,0.6757664109334555,-0.5638456511425433,-0.39685864758163464,1.1538280756284005,-0.27955656898700804,1.1851599696342618,0.0
7,-1.9861427204040607,-0.9331564042209604,0.7161308982630666,0.9857420233472334,0.2052509601979037,-0.20271393999986093,-0.7313349409225962,1.463208019383637,-0.40013629464128625,0.8831523989969237,
8,-2.187858188245106,-0.7456634691519871,0.5409969649125774,1.4249568037488016,1.155817749528628,-0.1278999063189204,0.07454293998961325,0.3451297057924112,-0.8486133516957888,0.36859075143979614,0.0
9,-2.51902482994047,-0.5149350370987991,1.0270472000707536,0.22610158501507932,1.229071468478892,0.1395801750862041,-0.24102056867899843,0.8143489804616407,0.014476971470237321,-0.17564594486455057,0.0
10,-2.830202430701004,-0.2969014055549944,0.5462221334432796,0.7200352005022579,0.41180272592206135,0.19983768857645226,-0.04060627038356328,0.6658859729158432,-0.031053118453678665,0.6549795037333408,0.0
